t,j1,j2,j3,j4,j5,j6,jc1,jc2,jc3,jc4,jc5,jc6,t1,t2,t3,t4,t5,t6
0.746,9.42335e-07,0.117642,0.152618,0.455033,-0.227512,1.52535e-07,0,0.117181,0.156242,0.468726,-0.234363,0,-0.000425687,-0.181292,1.68495,6.30589,-3.15489,-6.86481e-05
0.747,9.44792e-07,0.117809,0.152832,0.455664,-0.227828,1.52649e-07,0,0.117338,0.156451,0.469354,-0.234677,0,-0.000426845,-0.185514,1.68303,6.30587,-3.15489,-6.87225e-05
0.748,9.47259e-07,0.117975,0.153047,0.456295,-0.228143,1.5276e-07,0,0.117496,0.156661,0.469982,-0.234991,0,-0.000428008,-0.189747,1.68111,6.30585,-3.15488,-6.87955e-05
0.749,9.49736e-07,0.118141,0.153261,0.456926,-0.228459,1.52868e-07,0,0.117653,0.15687,0.470611,-0.235305,0,-0.000429176,-0.193988,1.67918,6.30584,-3.15488,-6.88673e-05
0.75,9.52222e-07,0.118308,0.153475,0.457556,-0.228774,1.52973e-07,0,0.11781,0.15708,0.471239,-0.235619,0,-0.000430347,-0.198238,1.67725,6.30582,-3.15488,-6.89378e-05
0.751,9.54716e-07,0.118474,0.15369,0.458187,-0.229089,1.53075e-07,0,0.117967,0.157289,0.471867,-0.235934,0,-0.000431522,-0.202497,1.67532,6.3058,-3.15488,-6.9007e-05
0.752,9.57218e-07,0.118641,0.153904,0.458818,-0.229405,1.53175e-07,0,0.118124,0.157499,0.472496,-0.236248,0,-0.000432701,-0.206763,1.67339,6.30579,-3.15488,-6.9075e-05
0.753,9.59728e-07,0.118807,0.154119,0.459449,-0.22972,1.53271e-07,0,0.118281,0.157708,0.473124,-0.236562,0,-0.000433884,-0.211038,1.67145,6.30577,-3.15487,-6.91418e-05
0.754,9.62246e-07,0.118974,0.154333,0.460079,-0.230035,1.53365e-07,0,0.118438,0.157917,0.473752,-0.236876,0,-0.00043507,-0.215319,1.66951,6.30575,-3.15487,-6.92074e-05
0.755,9.6477e-07,0.119141,0.154548,0.46071,-0.230351,1.53457e-07,0,0.118595,0.158127,0.47438,-0.23719,0,-0.000436259,-0.219608,1.66756,6.30574,-3.15487,-6.92718e-05
0.756,9.673e-07,0.119307,0.154762,0.461341,-0.230666,1.53546e-07,0,0.118752,0.158336,0.475009,-0.237504,0,-0.000437451,-0.223903,1.66562,6.30572,-3.15487,-6.93352e-05
0.757,9.69837e-07,0.119474,0.154976,0.461972,-0.230981,1.53632e-07,0,0.118909,0.158546,0.475637,-0.237819,0,-0.000438646,-0.228204,1.66367,6.3057,-3.15486,-6.93975e-05
0.758,9.72379e-07,0.11964,0.155191,0.462602,-0.231297,1.53716e-07,0,0.119066,0.158755,0.476265,-0.238133,0,-0.000439843,-0.232511,1.66172,6.30569,-3.15486,-6.94587e-05
0.759,9.74926e-07,0.119807,0.155405,0.463233,-0.231612,1.53798e-07,0,0.119223,0.158965,0.476894,-0.238447,0,-0.000441043,-0.236824,1.65977,6.30567,-3.15486,-6.9519e-05
0.76,9.77477e-07,0.119974,0.15562,0.463864,-0.231928,1.53878e-07,0,0.119381,0.159174,0.477522,-0.238761,0,-0.000442245,-0.241142,1.65781,6.30565,-3.15486,-6.95782e-05
0.761,9.80033e-07,0.12014,0.155834,0.464495,-0.232243,1.53955e-07,0,0.119538,0.159383,0.47815,-0.239075,0,-0.000443449,-0.245465,1.65585,6.30564,-3.15486,-6.96365e-05
0.762,9.82593e-07,0.120307,0.156049,0.465125,-0.232558,1.54031e-07,0,0.119695,0.159593,0.478779,-0.239389,0,-0.000444655,-0.249792,1.6539,6.30562,-3.15485,-6.96938e-05
0.763,9.85155e-07,0.120474,0.156263,0.465756,-0.232874,1.54104e-07,0,0.119852,0.159802,0.479407,-0.239704,0,-0.000445863,-0.254123,1.65194,6.3056,-3.15485,-6.97503e-05
0.764,9.87721e-07,0.12064,0.156477,0.466387,-0.233189,1.54176e-07,0,0.120009,0.160012,0.480035,-0.240018,0,-0.000447073,-0.258458,1.64998,6.30559,-3.15485,-6.98058e-05
0.765,9.90289e-07,0.120807,0.156692,0.467018,-0.233504,1.54245e-07,0,0.120166,0.160221,0.480664,-0.240332,0,-0.000448284,-0.262796,1.64801,6.30557,-3.15485,-6.98606e-05
0.766,9.92859e-07,0.120974,0.156906,0.467648,-0.23382,1.54313e-07,0,0.120323,0.160431,0.481292,-0.240646,0,-0.000449496,-0.267138,1.64605,6.30555,-3.15485,-6.99145e-05
0.767,9.95431e-07,0.121141,0.157121,0.468279,-0.234135,1.5438e-07,0,0.12048,0.16064,0.48192,-0.24096,0,-0.000450709,-0.271482,1.64409,6.30553,-3.15484,-6.99677e-05
0.768,9.98003e-07,0.121307,0.157335,0.46891,-0.23445,1.54445e-07,0,0.120637,0.16085,0.482549,-0.241274,0,-0.000451923,-0.275829,1.64212,6.30552,-3.15484,-7.00202e-05
0.769,1.00058e-06,0.121474,0.15755,0.469541,-0.234766,1.54508e-07,0,0.120794,0.161059,0.483177,-0.241588,0,-0.000453138,-0.280178,1.64016,6.3055,-3.15484,-7.00719e-05
0.77,1.00315e-06,0.121641,0.157764,0.470171,-0.235081,1.5457e-07,0,0.120951,0.161268,0.483805,-0.241903,0,-0.000454353,-0.284528,1.63819,6.30548,-3.15484,-7.0123e-05
0.771,1.00572e-06,0.121807,0.157979,0.470802,-0.235396,1.5463e-07,0,0.121108,0.161478,0.484434,-0.242217,0,-0.000455568,-0.28888,1.63622,6.30547,-3.15484,-7.01734e-05
0.772,1.0083e-06,0.121974,0.158193,0.471433,-0.235712,1.54689e-07,0,0.121265,0.161687,0.485062,-0.242531,0,-0.000456784,-0.293233,1.63426,6.30545,-3.15483,-7.02232e-05
0.773,1.01087e-06,0.122141,0.158407,0.472064,-0.236027,1.54748e-07,0,0.121423,0.161897,0.48569,-0.242845,0,-0.000458,-0.297587,1.63229,6.30543,-3.15483,-7.02724e-05
0.774,1.01344e-06,0.122308,0.158622,0.472694,-0.236343,1.54805e-07,0,0.12158,0.162106,0.486319,-0.243159,0,-0.000459215,-0.301942,1.63032,6.30542,-3.15483,-7.03211e-05
0.775,1.01601e-06,0.122474,0.158836,0.473325,-0.236658,1.54861e-07,0,0.121737,0.162316,0.486947,-0.243473,0,-0.000460431,-0.306296,1.62836,6.3054,-3.15483,-7.03693e-05
0.776,1.01857e-06,0.122641,0.159051,0.473956,-0.236973,1.54916e-07,0,0.121894,0.162525,0.487575,-0.243788,0,-0.000461645,-0.310651,1.62639,6.30538,-3.15483,-7.04169e-05
0.777,1.02114e-06,0.122808,0.159265,0.474587,-0.237289,1.5497e-07,0,0.122051,0.162734,0.488203,-0.244102,0,-0.000462859,-0.315005,1.62442,6.30537,-3.15482,-7.04642e-05
0.778,1.0237e-06,0.122975,0.15948,0.475217,-0.237604,1.55023e-07,0,0.122208,0.162944,0.488832,-0.244416,0,-0.000464073,-0.319358,1.62246,6.30535,-3.15482,-7.0511e-05
0.779,1.02625e-06,0.123141,0.159694,0.475848,-0.237919,1.55076e-07,0,0.122365,0.163153,0.48946,-0.24473,0,-0.000465285,-0.323711,1.62049,6.30533,-3.15482,-7.05574e-05
0.78,1.0288e-06,0.123308,0.159909,0.476479,-0.238235,1.55128e-07,0,0.122522,0.163363,0.490088,-0.245044,0,-0.000466496,-0.328062,1.61852,6.30531,-3.15482,-7.06035e-05
0.781,1.03135e-06,0.123475,0.160123,0.477109,-0.23855,1.55179e-07,0,0.122679,0.163572,0.490717,-0.245358,0,-0.000467706,-0.332411,1.61656,6.3053,-3.15482,-7.06492e-05
0.782,1.0339e-06,0.123642,0.160337,0.47774,-0.238865,1.5523e-07,0,0.122836,0.163782,0.491345,-0.245673,0,-0.000468914,-0.336759,1.6146,6.30528,-3.15481,-7.06947e-05
0.783,1.03644e-06,0.123808,0.160552,0.478371,-0.239181,1.55281e-07,0,0.122993,0.163991,0.491973,-0.245987,0,-0.00047012,-0.341105,1.61263,6.30526,-3.15481,-7.07398e-05
0.784,1.03897e-06,0.123975,0.160766,0.479002,-0.239496,1.55331e-07,0,0.12315,0.164201,0.492602,-0.246301,0,-0.000471325,-0.345448,1.61067,6.30525,-3.15481,-7.07848e-05
0.785,1.0415e-06,0.124142,0.160981,0.479632,-0.239811,1.55381e-07,0,0.123308,0.16441,0.49323,-0.246615,0,-0.000472528,-0.349788,1.60871,6.30523,-3.15481,-7.08295e-05
0.786,1.04402e-06,0.124308,0.161195,0.480263,-0.240127,1.55431e-07,0,0.123465,0.164619,0.493858,-0.246929,0,-0.000473729,-0.354126,1.60675,6.30521,-3.1548,-7.08741e-05
0.787,1.04653e-06,0.124475,0.161409,0.480894,-0.240442,1.5548e-07,0,0.123622,0.164829,0.494487,-0.247243,0,-0.000474927,-0.35846,1.60479,6.30519,-3.1548,-7.09185e-05
0.788,1.04904e-06,0.124642,0.161624,0.481525,-0.240758,1.5553e-07,0,0.123779,0.165038,0.495115,-0.247558,0,-0.000476123,-0.362791,1.60283,6.30518,-3.1548,-7.09629e-05
0.789,1.05154e-06,0.124808,0.161838,0.482155,-0.241073,1.5558e-07,0,0.123936,0.165248,0.495743,-0.247872,0,-0.000477317,-0.367119,1.60088,6.30516,-3.1548,-7.10071e-05
0.79,1.05403e-06,0.124975,0.162053,0.482786,-0.241388,1.55629e-07,0,0.124093,0.165457,0.496372,-0.248186,0,-0.000478508,-0.371442,1.59892,6.30514,-3.15479,-7.10513e-05
0.791,1.05652e-06,0.125142,0.162267,0.483417,-0.241704,1.55679e-07,0,0.12425,0.165667,0.497,-0.2485,0,-0.000479696,-0.375761,1.59697,6.30513,-3.15479,-7.10955e-05
0.792,1.05899e-06,0.125308,0.162481,0.484048,-0.242019,1.55729e-07,0,0.124407,0.165876,0.497628,-0.248814,0,-0.000480881,-0.380076,1.59502,6.30511,-3.15479,-7.11397e-05
0.793,1.06146e-06,0.125475,0.162696,0.484678,-0.242334,1.5578e-07,0,0.124564,0.166086,0.498257,-0.249128,0,-0.000482063,-0.384386,1.59307,6.30509,-3.15479,-7.11839e-05
0.794,1.06392e-06,0.125641,0.16291,0.485309,-0.24265,1.55831e-07,0,0.124721,0.166295,0.498885,-0.249442,0,-0.000483241,-0.388692,1.59113,6.30507,-3.15478,-7.12282e-05
0.795,1.06637e-06,0.125808,0.163124,0.48594,-0.242965,1.55882e-07,0,0.124878,0.166504,0.499513,-0.249757,0,-0.000484416,-0.392992,1.58918,6.30506,-3.15478,-7.12726e-05
0.796,1.06881e-06,0.125975,0.163339,0.48657,-0.24328,1.55934e-07,0,0.125035,0.166714,0.500142,-0.250071,0,-0.000485588,-0.397287,1.58724,6.30504,-3.15478,-7.13171e-05
0.797,1.07124e-06,0.126141,0.163553,0.487201,-0.243596,1.55986e-07,0,0.125192,0.166923,0.50077,-0.250385,0,-0.000486756,-0.401577,1.5853,6.30502,-3.15477,-7.13617e-05
0.798,1.07366e-06,0.126308,0.163767,0.487832,-0.243911,1.5604e-07,0,0.12535,0.167133,0.501398,-0.250699,0,-0.00048792,-0.405861,1.58336,6.30501,-3.15477,-7.14065e-05
0.799,1.07606e-06,0.126474,0.163982,0.488463,-0.244226,1.56093e-07,0,0.125507,0.167342,0.502027,-0.251013,0,-0.000489081,-0.410139,1.58142,6.30499,-3.15477,-7.14516e-05
0.8,1.07846e-06,0.126641,0.164196,0.489093,-0.244542,1.56148e-07,0,0.125664,0.167552,0.502655,-0.251327,0,-0.000490237,-0.414411,1.57949,6.30497,-3.15477,-7.14968e-05
0.801,1.08085e-06,0.126807,0.16441,0.489724,-0.244857,1.56203e-07,0,0.125821,0.167761,0.503283,-0.251642,0,-0.000491389,-0.418677,1.57756,6.30495,-3.15476,-7.15424e-05
0.802,1.08322e-06,0.126974,0.164625,0.490355,-0.245172,1.5626e-07,0,0.125978,0.16797,0.503911,-0.251956,0,-0.000492537,-0.422937,1.57563,6.30494,-3.15476,-7.15882e-05
0.803,1.08559e-06,0.12714,0.164839,0.490985,-0.245488,1.56317e-07,0,0.126135,0.16818,0.50454,-0.25227,0,-0.00049368,-0.427189,1.5737,6.30492,-3.15476,-7.16343e-05
0.804,1.08794e-06,0.127306,0.165053,0.491616,-0.245803,1.56375e-07,0,0.126292,0.168389,0.505168,-0.252584,0,-0.000494819,-0.431435,1.57178,6.3049,-3.15475,-7.16808e-05
0.805,1.09028e-06,0.127473,0.165268,0.492247,-0.246118,1.56435e-07,0,0.126449,0.168599,0.505796,-0.252898,0,-0.000495954,-0.435675,1.56986,6.30488,-3.15475,-7.17276e-05
0.806,1.0926e-06,0.127639,0.165482,0.492878,-0.246434,1.56495e-07,0,0.126606,0.168808,0.506425,-0.253212,0,-0.000497083,-0.439907,1.56794,6.30487,-3.15475,-7.17748e-05
0.807,1.09492e-06,0.127806,0.165696,0.493508,-0.246749,1.56557e-07,0,0.126763,0.169018,0.507053,-0.253527,0,-0.000498208,-0.444131,1.56603,6.30485,-3.15474,-7.18224e-05
0.808,1.09722e-06,0.127972,0.16591,0.494139,-0.247064,1.5662e-07,0,0.12692,0.169227,0.507681,-0.253841,0,-0.000499328,-0.448349,1.56411,6.30483,-3.15474,-7.18705e-05
0.809,1.0995e-06,0.128138,0.166125,0.49477,-0.24738,1.56684e-07,0,0.127077,0.169437,0.50831,-0.254155,0,-0.000500443,-0.452559,1.56221,6.30482,-3.15473,-7.1919e-05
0.81,1.10178e-06,0.128305,0.166339,0.4954,-0.247695,1.5675e-07,0,0.127235,0.169646,0.508938,-0.254469,0,-0.000501552,-0.456761,1.5603,6.3048,-3.15473,-7.1968e-05
0.811,1.10404e-06,0.128471,0.166553,0.496031,-0.248011,1.56817e-07,0,0.127392,0.169855,0.509566,-0.254783,0,-0.000502657,-0.460955,1.5584,6.30478,-3.15473,-7.20174e-05
0.812,1.10628e-06,0.128637,0.166767,0.496662,-0.248326,1.56885e-07,0,0.127549,0.170065,0.510195,-0.255097,0,-0.000503756,-0.465142,1.5565,6.30476,-3.15472,-7.20675e-05
0.813,1.10851e-06,0.128803,0.166981,0.497293,-0.248641,1.56955e-07,0,0.127706,0.170274,0.510823,-0.255411,0,-0.000504849,-0.46932,1.5546,6.30475,-3.15472,-7.2118e-05
0.814,1.11073e-06,0.12897,0.167196,0.497923,-0.248957,1.57026e-07,0,0.127863,0.170484,0.511451,-0.255726,0,-0.000505938,-0.47349,1.55271,6.30473,-3.15471,-7.21692e-05
0.815,1.11293e-06,0.129136,0.16741,0.498554,-0.249272,1.571e-07,0,0.12802,0.170693,0.51208,-0.25604,0,-0.00050702,-0.477652,1.55082,6.30471,-3.15471,-7.22209e-05
0.816,1.11512e-06,0.129302,0.167624,0.499185,-0.249587,1.57174e-07,0,0.128177,0.170903,0.512708,-0.256354,0,-0.000508097,-0.481806,1.54893,6.30469,-3.15471,-7.22732e-05
0.817,1.11729e-06,0.129468,0.167838,0.499815,-0.249903,1.57251e-07,0,0.128334,0.171112,0.513336,-0.256668,0,-0.000509168,-0.485951,1.54704,6.30468,-3.1547,-7.23262e-05
0.818,1.11945e-06,0.129634,0.168052,0.500446,-0.250218,1.57329e-07,0,0.128491,0.171322,0.513965,-0.256982,0,-0.000510234,-0.490087,1.54516,6.30466,-3.1547,-7.23798e-05
0.819,1.12159e-06,0.1298,0.168266,0.501077,-0.250533,1.57409e-07,0,0.128648,0.171531,0.514593,-0.257296,0,-0.000511293,-0.494215,1.54329,6.30464,-3.15469,-7.2434e-05
0.82,1.12372e-06,0.129966,0.168481,0.501708,-0.250849,1.57491e-07,0,0.128805,0.17174,0.515221,-0.257611,0,-0.000512346,-0.498334,1.54141,6.30462,-3.15469,-7.2489e-05
0.821,1.12583e-06,0.130132,0.168695,0.502338,-0.251164,1.57574e-07,0,0.128962,0.17195,0.51585,-0.257925,0,-0.000513394,-0.502444,1.53954,6.30461,-3.15468,-7.25447e-05
0.822,1.12793e-06,0.130298,0.168909,0.502969,-0.251479,1.5766e-07,0,0.129119,0.172159,0.516478,-0.258239,0,-0.000514435,-0.506545,1.53768,6.30459,-3.15468,-7.2601e-05
0.823,1.13001e-06,0.130464,0.169123,0.5036,-0.251795,1.57747e-07,0,0.129277,0.172369,0.517106,-0.258553,0,-0.00051547,-0.510637,1.53581,6.30457,-3.15467,-7.26582e-05
0.824,1.13207e-06,0.13063,0.169337,0.50423,-0.25211,1.57837e-07,0,0.129434,0.172578,0.517734,-0.258867,0,-0.000516499,-0.51472,1.53395,6.30455,-3.15467,-7.27161e-05
0.825,1.13412e-06,0.130796,0.169551,0.504861,-0.252425,1.57928e-07,0,0.129591,0.172788,0.518363,-0.259181,0,-0.000517522,-0.518793,1.5321,6.30454,-3.15466,-7.27747e-05
0.826,1.13615e-06,0.130962,0.169765,0.505492,-0.252741,1.58021e-07,0,0.129748,0.172997,0.518991,-0.259496,0,-0.000518538,-0.522858,1.53025,6.30452,-3.15466,-7.28341e-05
0.827,1.13817e-06,0.131128,0.169979,0.506122,-0.253056,1.58117e-07,0,0.129905,0.173206,0.519619,-0.25981,0,-0.000519548,-0.526913,1.5284,6.3045,-3.15465,-7.28944e-05
0.828,1.14016e-06,0.131294,0.170193,0.506753,-0.253371,1.58214e-07,0,0.130062,0.173416,0.520248,-0.260124,0,-0.000520552,-0.530959,1.52655,6.30448,-3.15465,-7.29554e-05
0.829,1.14215e-06,0.13146,0.170407,0.507384,-0.253687,1.58314e-07,0,0.130219,0.173625,0.520876,-0.260438,0,-0.000521549,-0.534996,1.52471,6.30447,-3.15464,-7.30173e-05
0.83,1.14411e-06,0.131626,0.170621,0.508015,-0.254002,1.58416e-07,0,0.130376,0.173835,0.521504,-0.260752,0,-0.000522539,-0.539023,1.52287,6.30445,-3.15463,-7.308e-05
0.831,1.14606e-06,0.131791,0.170835,0.508645,-0.254317,1.5852e-07,0,0.130533,0.174044,0.522133,-0.261066,0,-0.000523523,-0.543041,1.52104,6.30443,-3.15463,-7.31436e-05
0.832,1.14799e-06,0.131957,0.171049,0.509276,-0.254633,1.58626e-07,0,0.13069,0.174254,0.522761,-0.261381,0,-0.0005245,-0.54705,1.51921,6.30441,-3.15462,-7.32081e-05
0.833,1.1499e-06,0.132123,0.171263,0.509907,-0.254948,1.58735e-07,0,0.130847,0.174463,0.523389,-0.261695,0,-0.000525471,-0.551048,1.51738,6.3044,-3.15462,-7.32734e-05
0.834,1.1518e-06,0.132289,0.171477,0.510537,-0.255263,1.58846e-07,0,0.131004,0.174673,0.524018,-0.262009,0,-0.000526435,-0.555038,1.51556,6.30438,-3.15461,-7.33396e-05
0.835,1.15368e-06,0.132454,0.171691,0.511168,-0.255579,1.58959e-07,0,0.131161,0.174882,0.524646,-0.262323,0,-0.000527392,-0.559018,1.51374,6.30436,-3.15461,-7.34068e-05
0.836,1.15554e-06,0.13262,0.171905,0.511799,-0.255894,1.59074e-07,0,0.131319,0.175091,0.525274,-0.262637,0,-0.000528343,-0.562988,1.51192,6.30434,-3.1546,-7.34748e-05
0.837,1.15739e-06,0.132786,0.172119,0.512429,-0.256209,1.59192e-07,0,0.131476,0.175301,0.525903,-0.262951,0,-0.000529286,-0.566949,1.51011,6.30433,-3.15459,-7.35438e-05
0.838,1.15922e-06,0.132951,0.172333,0.51306,-0.256525,1.59312e-07,0,0.131633,0.17551,0.526531,-0.263265,0,-0.000530224,-0.5709,1.5083,6.30431,-3.15459,-7.36137e-05
0.839,1.16103e-06,0.133117,0.172547,0.513691,-0.25684,1.59434e-07,0,0.13179,0.17572,0.527159,-0.26358,0,-0.000531154,-0.574842,1.5065,6.30429,-3.15458,-7.36845e-05
0.84,1.16282e-06,0.133282,0.172761,0.514321,-0.257155,1.59559e-07,0,0.131947,0.175929,0.527788,-0.263894,0,-0.000532077,-0.578774,1.50469,6.30427,-3.15457,-7.37563e-05
0.841,1.1646e-06,0.133448,0.172975,0.514952,-0.257471,1.59686e-07,0,0.132104,0.176139,0.528416,-0.264208,0,-0.000532994,-0.582697,1.5029,6.30426,-3.15457,-7.3829e-05
0.842,1.16636e-06,0.133613,0.173189,0.515583,-0.257786,1.59815e-07,0,0.132261,0.176348,0.529044,-0.264522,0,-0.000533904,-0.58661,1.5011,6.30424,-3.15456,-7.39027e-05
0.843,1.1681e-06,0.133779,0.173403,0.516213,-0.258101,1.59947e-07,0,0.132418,0.176558,0.529673,-0.264836,0,-0.000534807,-0.590513,1.49931,6.30422,-3.15455,-7.39774e-05
0.844,1.16983e-06,0.133944,0.173616,0.516844,-0.258417,1.60082e-07,0,0.132575,0.176767,0.530301,-0.26515,0,-0.000535703,-0.594408,1.49753,6.3042,-3.15455,-7.40531e-05
0.845,1.17154e-06,0.13411,0.17383,0.517475,-0.258732,1.60218e-07,0,0.132732,0.176976,0.530929,-0.265465,0,-0.000536592,-0.598292,1.49575,6.30419,-3.15454,-7.41297e-05
0.846,1.17323e-06,0.134275,0.174044,0.518106,-0.259047,1.60358e-07,0,0.132889,0.177186,0.531557,-0.265779,0,-0.000537475,-0.602167,1.49397,6.30417,-3.15453,-7.42073e-05
0.847,1.1749e-06,0.13444,0.174258,0.518736,-0.259363,1.60499e-07,0,0.133046,0.177395,0.532186,-0.266093,0,-0.00053835,-0.606033,1.49219,6.30415,-3.15453,-7.4286e-05
0.848,1.17656e-06,0.134606,0.174472,0.519367,-0.259678,1.60643e-07,0,0.133204,0.177605,0.532814,-0.266407,0,-0.000539219,-0.60989,1.49042,6.30413,-3.15452,-7.43656e-05
0.849,1.1782e-06,0.134771,0.174686,0.519998,-0.259993,1.6079e-07,0,0.133361,0.177814,0.533442,-0.266721,0,-0.000540081,-0.613737,1.48865,6.30412,-3.15451,-7.44462e-05
0.85,1.17982e-06,0.134936,0.174899,0.520628,-0.260309,1.60939e-07,0,0.133518,0.178024,0.534071,-0.267035,0,-0.000540936,-0.617575,1.48689,6.3041,-3.1545,-7.45278e-05
0.851,1.18142e-06,0.135101,0.175113,0.521259,-0.260624,1.6109e-07,0,0.133675,0.178233,0.534699,-0.26735,0,-0.000541785,-0.621404,1.48513,6.30408,-3.1545,-7.46104e-05
0.852,1.18301e-06,0.135267,0.175327,0.52189,-0.260939,1.61244e-07,0,0.133832,0.178442,0.535327,-0.267664,0,-0.000542626,-0.625223,1.48337,6.30406,-3.15449,-7.46941e-05
0.853,1.18458e-06,0.135432,0.175541,0.52252,-0.261255,1.614e-07,0,0.133989,0.178652,0.535956,-0.267978,0,-0.000543461,-0.629034,1.48161,6.30405,-3.15448,-7.47787e-05
0.854,1.18614e-06,0.135597,0.175755,0.523151,-0.26157,1.61559e-07,0,0.134146,0.178861,0.536584,-0.268292,0,-0.000544289,-0.632835,1.47986,6.30403,-3.15447,-7.48644e-05
0.855,1.18767e-06,0.135762,0.175968,0.523782,-0.261885,1.6172e-07,0,0.134303,0.179071,0.537212,-0.268606,0,-0.00054511,-0.636627,1.47812,6.30401,-3.15447,-7.4951e-05
0.856,1.18919e-06,0.135927,0.176182,0.524412,-0.262201,1.61884e-07,0,0.13446,0.17928,0.537841,-0.26892,0,-0.000545925,-0.640411,1.47637,6.30399,-3.15446,-7.50387e-05
0.857,1.1907e-06,0.136092,0.176396,0.525043,-0.262516,1.6205e-07,0,0.134617,0.17949,0.538469,-0.269234,0,-0.000546733,-0.644185,1.47463,6.30397,-3.15445,-7.51274e-05
0.858,1.19218e-06,0.136257,0.176609,0.525674,-0.262831,1.62218e-07,0,0.134774,0.179699,0.539097,-0.269549,0,-0.000547534,-0.647951,1.4729,6.30396,-3.15444,-7.52171e-05
0.859,1.19365e-06,0.136422,0.176823,0.526304,-0.263147,1.62389e-07,0,0.134931,0.179909,0.539726,-0.269863,0,-0.000548329,-0.651708,1.47116,6.30394,-3.15443,-7.53078e-05
0.86,1.19511e-06,0.136587,0.177037,0.526935,-0.263462,1.62562e-07,0,0.135088,0.180118,0.540354,-0.270177,0,-0.000549117,-0.655456,1.46943,6.30392,-3.15443,-7.53995e-05
0.861,1.19655e-06,0.136752,0.177251,0.527566,-0.263777,1.62738e-07,0,0.135246,0.180327,0.540982,-0.270491,0,-0.000549899,-0.659196,1.46771,6.3039,-3.15442,-7.54923e-05
0.862,1.19797e-06,0.136917,0.177464,0.528196,-0.264093,1.62916e-07,0,0.135403,0.180537,0.541611,-0.270805,0,-0.000550674,-0.662927,1.46598,6.30389,-3.15441,-7.5586e-05
0.863,1.19937e-06,0.137082,0.177678,0.528827,-0.264408,1.63096e-07,0,0.13556,0.180746,0.542239,-0.271119,0,-0.000551443,-0.66665,1.46426,6.30387,-3.1544,-7.56807e-05
0.864,1.20076e-06,0.137247,0.177892,0.529458,-0.264723,1.63279e-07,0,0.135717,0.180956,0.542867,-0.271434,0,-0.000552205,-0.670364,1.46255,6.30385,-3.15439,-7.57765e-05
0.865,1.20214e-06,0.137412,0.178105,0.530088,-0.265039,1.63464e-07,0,0.135874,0.181165,0.543496,-0.271748,0,-0.000552961,-0.67407,1.46083,6.30383,-3.15438,-7.58732e-05
0.866,1.20349e-06,0.137577,0.178319,0.530719,-0.265354,1.63652e-07,0,0.136031,0.181375,0.544124,-0.272062,0,-0.000553711,-0.677768,1.45912,6.30381,-3.15438,-7.59709e-05
0.867,1.20484e-06,0.137742,0.178533,0.53135,-0.265669,1.63842e-07,0,0.136188,0.181584,0.544752,-0.272376,0,-0.000554454,-0.681458,1.45742,6.3038,-3.15437,-7.60696e-05
0.868,1.20616e-06,0.137906,0.178746,0.53198,-0.265985,1.64034e-07,0,0.136345,0.181793,0.54538,-0.27269,0,-0.000555191,-0.68514,1.45571,6.30378,-3.15436,-7.61692e-05
0.869,1.20747e-06,0.138071,0.17896,0.532611,-0.2663,1.64228e-07,0,0.136502,0.182003,0.546009,-0.273004,0,-0.000555922,-0.688815,1.45401,6.30376,-3.15435,-7.62699e-05
0.87,1.20877e-06,0.138236,0.179173,0.533242,-0.266615,1.64425e-07,0,0.136659,0.182212,0.546637,-0.273319,0,-0.000556647,-0.692481,1.45231,6.30374,-3.15434,-7.63715e-05
0.871,1.21005e-06,0.138401,0.179387,0.533872,-0.266931,1.64624e-07,0,0.136816,0.182422,0.547265,-0.273633,0,-0.000557365,-0.69614,1.45062,6.30373,-3.15433,-7.6474e-05
0.872,1.21132e-06,0.138565,0.179601,0.534503,-0.267246,1.64825e-07,0,0.136973,0.182631,0.547894,-0.273947,0,-0.000558078,-0.699791,1.44893,6.30371,-3.15432,-7.65776e-05
0.873,1.21257e-06,0.13873,0.179814,0.535134,-0.267561,1.65028e-07,0,0.137131,0.182841,0.548522,-0.274261,0,-0.000558785,-0.703435,1.44724,6.30369,-3.15431,-7.6682e-05
0.874,1.21381e-06,0.138895,0.180028,0.535764,-0.267877,1.65234e-07,0,0.137288,0.18305,0.54915,-0.274575,0,-0.000559486,-0.707071,1.44555,6.30367,-3.1543,-7.67874e-05
0.875,1.21503e-06,0.139059,0.180241,0.536395,-0.268192,1.65441e-07,0,0.137445,0.18326,0.549779,-0.274889,0,-0.000560181,-0.7107,1.44387,6.30365,-3.15429,-7.68937e-05
0.876,1.21624e-06,0.139224,0.180455,0.537026,-0.268507,1.65651e-07,0,0.137602,0.183469,0.550407,-0.275204,0,-0.00056087,-0.714322,1.44218,6.30364,-3.15428,-7.7001e-05
0.877,1.21743e-06,0.139389,0.180668,0.537656,-0.268823,1.65863e-07,0,0.137759,0.183678,0.551035,-0.275518,0,-0.000561554,-0.717937,1.44051,6.30362,-3.15428,-7.71092e-05
0.878,1.21862e-06,0.139553,0.180882,0.538287,-0.269138,1.66077e-07,0,0.137916,0.183888,0.551664,-0.275832,0,-0.000562232,-0.721545,1.43883,6.3036,-3.15427,-7.72182e-05
0.879,1.21978e-06,0.139718,0.181095,0.538918,-0.269453,1.66293e-07,0,0.138073,0.184097,0.552292,-0.276146,0,-0.000562904,-0.725146,1.43716,6.30358,-3.15426,-7.73282e-05
