t,j1,j2,j3,j4,j5,j6,jc1,jc2,jc3,jc4,jc5,jc6,t1,t2,t3,t4,t5,t6
9.56,1.30451e-19,0.801513,1.05252,3.14096,-1.57046,8.98585e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.036e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,5.00586e-21
9.561,1.30482e-19,0.801513,1.05252,3.14096,-1.57046,8.99809e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03618e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,4.84793e-21
9.562,1.30513e-19,0.801513,1.05252,3.14096,-1.57046,8.99371e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03635e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,4.69871e-21
9.563,1.30542e-19,0.801513,1.05252,3.14096,-1.57046,8.83439e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03652e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,4.61534e-21
9.564,1.30569e-19,0.801513,1.05252,3.14096,-1.57046,8.65709e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03668e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,4.54195e-21
9.565,1.30596e-19,0.801513,1.05252,3.14096,-1.57046,8.47194e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03684e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,4.47441e-21
9.566,1.30621e-19,0.801513,1.05252,3.14096,-1.57046,8.58319e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03699e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,4.28711e-21
9.567,1.30646e-19,0.801513,1.05252,3.14096,-1.57046,8.71466e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03713e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,4.09276e-21
9.568,1.30669e-19,0.801513,1.05252,3.14096,-1.57046,8.86454e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03727e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,3.89198e-21
9.569,1.3069e-19,0.801513,1.05252,3.14096,-1.57046,8.95979e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0374e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,3.71484e-21
9.57,1.30711e-19,0.801513,1.05252,3.14096,-1.57046,9.04971e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03753e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,3.5412e-21
9.571,1.3073e-19,0.801513,1.05252,3.14096,-1.57046,9.05727e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03766e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,3.40287e-21
9.572,1.30749e-19,0.801513,1.05252,3.14096,-1.57046,9.10924e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03777e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,3.24785e-21
9.573,1.30765e-19,0.801513,1.05252,3.14096,-1.57046,9.19249e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03788e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,3.08136e-21
9.574,1.30781e-19,0.801513,1.05252,3.14096,-1.57046,9.28912e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03799e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,2.91062e-21
9.575,1.30796e-19,0.801513,1.05252,3.14096,-1.57046,9.37217e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03809e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,2.74669e-21
9.576,1.30809e-19,0.801513,1.05252,3.14096,-1.57046,9.43911e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03818e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,2.59066e-21
9.577,1.30821e-19,0.801513,1.05252,3.14096,-1.57046,9.43507e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03827e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,2.46523e-21
9.578,1.30832e-19,0.801513,1.05252,3.14096,-1.57046,9.47221e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03836e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,2.32439e-21
9.579,1.30842e-19,0.801513,1.05252,3.14096,-1.57046,9.49805e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03844e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,2.18962e-21
9.58,1.3085e-19,0.801513,1.05252,3.14096,-1.57046,9.51091e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03851e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,2.06162e-21
9.581,1.30858e-19,0.801513,1.05252,3.14096,-1.57046,9.51152e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03858e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.94015e-21
9.582,1.30864e-19,0.801513,1.05252,3.14096,-1.57046,9.44194e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03864e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.84916e-21
9.583,1.30869e-19,0.801513,1.05252,3.14096,-1.57046,9.34285e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0387e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.77214e-21
9.584,1.30873e-19,0.801513,1.05252,3.14096,-1.57046,9.1682e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03875e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.72821e-21
9.585,1.30875e-19,0.801513,1.05252,3.14096,-1.57046,8.98958e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0388e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.68814e-21
9.586,1.30877e-19,0.801513,1.05252,3.14096,-1.57046,8.80771e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03884e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.65161e-21
9.587,1.30877e-19,0.801513,1.05252,3.14096,-1.57046,8.62301e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03888e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.61845e-21
9.588,1.30877e-19,0.801513,1.05252,3.14096,-1.57046,8.43593e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03891e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.58846e-21
9.589,1.30875e-19,0.801513,1.05252,3.14096,-1.57046,8.24671e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03894e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.56154e-21
9.59,1.30873e-19,0.801513,1.05252,3.14096,-1.57046,8.05574e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03896e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.5375e-21
9.591,1.30869e-19,0.801513,1.05252,3.14096,-1.57046,7.8633e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03898e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.51622e-21
9.592,1.30864e-19,0.801513,1.05252,3.14096,-1.57046,7.66984e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03899e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.4975e-21
9.593,1.30858e-19,0.801513,1.05252,3.14096,-1.57046,7.76988e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.039e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.35972e-21
9.594,1.30852e-19,0.801513,1.05252,3.14096,-1.57046,7.84652e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03901e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.23242e-21
9.595,1.30844e-19,0.801513,1.05252,3.14096,-1.57046,7.91153e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03901e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,1.11081e-21
9.596,1.30835e-19,0.801513,1.05252,3.14096,-1.57046,7.96553e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03901e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,9.94681e-22
9.597,1.30826e-19,0.801513,1.05252,3.14096,-1.57046,8.00911e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.039e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,8.83818e-22
9.598,1.30815e-19,0.801513,1.05252,3.14096,-1.57046,7.93368e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03899e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,8.23078e-22
9.599,1.30804e-19,0.801513,1.05252,3.14096,-1.57046,7.81495e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03897e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,7.81714e-22
9.6,1.30792e-19,0.801513,1.05252,3.14096,-1.57046,7.69323e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03896e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,7.43259e-22
9.601,1.30779e-19,0.801513,1.05252,3.14096,-1.57046,7.56891e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03893e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,7.07545e-22
9.602,1.30765e-19,0.801513,1.05252,3.14096,-1.57046,7.44227e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03891e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,6.74448e-22
9.603,1.3075e-19,0.801513,1.05252,3.14096,-1.57046,7.31359e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03888e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,6.43842e-22
9.604,1.30735e-19,0.801513,1.05252,3.14096,-1.57046,7.18315e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03885e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,6.1561e-22
9.605,1.30719e-19,0.801513,1.05252,3.14096,-1.57046,7.34481e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03881e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,4.68421e-22
9.606,1.30702e-19,0.801513,1.05252,3.14096,-1.57046,7.48238e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03877e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,3.31514e-22
9.607,1.30684e-19,0.801513,1.05252,3.14096,-1.57046,7.60759e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03873e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,2.00136e-22
9.608,1.30666e-19,0.801513,1.05252,3.14096,-1.57046,7.72109e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03868e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,7.40645e-23
9.609,1.30647e-19,0.801513,1.05252,3.14096,-1.57046,7.82336e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03864e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.68553e-23
9.61,1.30628e-19,0.801513,1.05252,3.14096,-1.57046,7.91492e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03858e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.62804e-22
9.611,1.30608e-19,0.801513,1.05252,3.14096,-1.57046,7.99629e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03853e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.73958e-22
9.612,1.30587e-19,0.801513,1.05252,3.14096,-1.57046,8.06794e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03847e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.80483e-22
9.613,1.30566e-19,0.801513,1.05252,3.14096,-1.57046,8.13035e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03841e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.82535e-22
9.614,1.30544e-19,0.801513,1.05252,3.14096,-1.57046,8.18394e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03835e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-5.80265e-22
9.615,1.30521e-19,0.801513,1.05252,3.14096,-1.57046,8.22922e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03829e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-6.73852e-22
9.616,1.30499e-19,0.801513,1.05252,3.14096,-1.57046,8.26663e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03822e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-7.63451e-22
9.617,1.30475e-19,0.801513,1.05252,3.14096,-1.57046,8.29636e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03815e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-8.4912e-22
9.618,1.30451e-19,0.801513,1.05252,3.14096,-1.57046,8.31908e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03808e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-9.31109e-22
9.619,1.30427e-19,0.801513,1.05252,3.14096,-1.57046,8.33486e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03801e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.00943e-21
9.62,1.30403e-19,0.801513,1.05252,3.14096,-1.57046,8.34436e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03793e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.08433e-21
9.621,1.30377e-19,0.801513,1.05252,3.14096,-1.57046,8.34772e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03786e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.15586e-21
9.622,1.30352e-19,0.801513,1.05252,3.14096,-1.57046,8.34523e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03778e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.22411e-21
9.623,1.30326e-19,0.801513,1.05252,3.14096,-1.57046,8.33739e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0377e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.28928e-21
9.624,1.303e-19,0.801513,1.05252,3.14096,-1.57046,8.45342e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03762e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.40469e-21
9.625,1.30274e-19,0.801513,1.05252,3.14096,-1.57046,8.56998e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03753e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.51999e-21
9.626,1.30248e-19,0.801513,1.05252,3.14096,-1.57046,8.61579e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03745e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.60576e-21
9.627,1.30221e-19,0.801513,1.05252,3.14096,-1.57046,8.66256e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03736e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.6913e-21
9.628,1.30194e-19,0.801513,1.05252,3.14096,-1.57046,8.83979e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03728e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.83008e-21
9.629,1.30167e-19,0.801513,1.05252,3.14096,-1.57046,8.97072e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03719e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-1.94971e-21
9.63,1.30139e-19,0.801513,1.05252,3.14096,-1.57046,8.96198e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0371e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.01145e-21
9.631,1.30112e-19,0.801513,1.05252,3.14096,-1.57046,9.14991e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03701e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.15354e-21
9.632,1.30084e-19,0.801513,1.05252,3.14096,-1.57046,9.22029e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03692e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.24714e-21
9.633,1.30056e-19,0.801513,1.05252,3.14096,-1.57046,9.18254e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03683e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.29562e-21
9.634,1.30028e-19,0.801513,1.05252,3.14096,-1.57046,9.36392e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03673e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.43361e-21
9.635,1.3e-19,0.801513,1.05252,3.14096,-1.57046,9.32145e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03664e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.47921e-21
9.636,1.29973e-19,0.801513,1.05252,3.14096,-1.57046,9.43002e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03655e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.58622e-21
9.637,1.29945e-19,0.801513,1.05252,3.14096,-1.57046,9.49534e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03645e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.67508e-21
9.638,1.29917e-19,0.801513,1.05252,3.14096,-1.57046,9.42179e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03636e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.70616e-21
9.639,1.29889e-19,0.801513,1.05252,3.14096,-1.57046,9.55222e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03627e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.82037e-21
9.64,1.29861e-19,0.801513,1.05252,3.14096,-1.57046,9.56556e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03617e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.88607e-21
9.641,1.29833e-19,0.801513,1.05252,3.14096,-1.57046,9.47335e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03608e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-2.90754e-21
9.642,1.29805e-19,0.801513,1.05252,3.14096,-1.57046,9.60291e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03598e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.01942e-21
9.643,1.29777e-19,0.801513,1.05252,3.14096,-1.57046,9.51105e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03589e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.03975e-21
9.644,1.2975e-19,0.801513,1.05252,3.14096,-1.57046,9.5725e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03579e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.12225e-21
9.645,1.29722e-19,0.801513,1.05252,3.14096,-1.57046,9.59304e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0357e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.18744e-21
9.646,1.29695e-19,0.801513,1.05252,3.14096,-1.57046,9.47685e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0356e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.19557e-21
9.647,1.29668e-19,0.801513,1.05252,3.14096,-1.57046,9.56676e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03551e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.2876e-21
9.648,1.29641e-19,0.801513,1.05252,3.14096,-1.57046,9.54164e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03542e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.33185e-21
9.649,1.29614e-19,0.801513,1.05252,3.14096,-1.57046,9.413e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03532e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.33259e-21
9.65,1.29587e-19,0.801513,1.05252,3.14096,-1.57046,9.50788e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03523e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.42437e-21
9.651,1.29561e-19,0.801513,1.05252,3.14096,-1.57046,9.38324e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03514e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.4253e-21
9.652,1.29535e-19,0.801513,1.05252,3.14096,-1.57046,9.41366e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03505e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.48904e-21
9.653,1.29509e-19,0.801513,1.05252,3.14096,-1.57046,9.40487e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03496e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.53609e-21
9.654,1.29483e-19,0.801513,1.05252,3.14096,-1.57046,9.32809e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03487e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.55441e-21
9.655,1.29458e-19,0.801513,1.05252,3.14096,-1.57046,9.36257e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03478e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.6177e-21
9.656,1.29433e-19,0.801513,1.05252,3.14096,-1.57046,9.37844e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03469e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.67284e-21
9.657,1.29408e-19,0.801513,1.05252,3.14096,-1.57046,9.38947e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0346e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.72545e-21
9.658,1.29383e-19,0.801513,1.05252,3.14096,-1.57046,9.37695e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03451e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.76779e-21
9.659,1.29359e-19,0.801513,1.05252,3.14096,-1.57046,9.3798e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03443e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.81582e-21
9.66,1.29335e-19,0.801513,1.05252,3.14096,-1.57046,9.37855e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03434e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.86159e-21
9.661,1.29312e-19,0.801513,1.05252,3.14096,-1.57046,9.40555e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03426e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.91844e-21
9.662,1.29289e-19,0.801513,1.05252,3.14096,-1.57046,9.39537e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03418e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.95949e-21
9.663,1.29266e-19,0.801513,1.05252,3.14096,-1.57046,9.38154e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03409e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-3.99842e-21
9.664,1.29244e-19,0.801513,1.05252,3.14096,-1.57046,9.30975e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03401e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.0128e-21
9.665,1.29222e-19,0.801513,1.05252,3.14096,-1.57046,9.29145e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03393e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.0484e-21
9.666,1.292e-19,0.801513,1.05252,3.14096,-1.57046,9.27028e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03386e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.0822e-21
9.667,1.29179e-19,0.801513,1.05252,3.14096,-1.57046,9.33882e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03378e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.1524e-21
9.668,1.29158e-19,0.801513,1.05252,3.14096,-1.57046,9.30848e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03371e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.18156e-21
9.669,1.29138e-19,0.801513,1.05252,3.14096,-1.57046,9.27532e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03363e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.2089e-21
9.67,1.29118e-19,0.801513,1.05252,3.14096,-1.57046,9.23981e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03356e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.2346e-21
9.671,1.29098e-19,0.801513,1.05252,3.14096,-1.57046,9.2013e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03349e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.25841e-21
9.672,1.29079e-19,0.801513,1.05252,3.14096,-1.57046,9.16154e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03342e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.28103e-21
9.673,1.29061e-19,0.801513,1.05252,3.14096,-1.57046,9.11984e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03335e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.30218e-21
9.674,1.29043e-19,0.801513,1.05252,3.14096,-1.57046,9.07767e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03328e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.32247e-21
9.675,1.29025e-19,0.801513,1.05252,3.14096,-1.57046,9.03238e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03322e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.34081e-21
9.676,1.29008e-19,0.801513,1.05252,3.14096,-1.57046,8.9855e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03315e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.35782e-21
9.677,1.28991e-19,0.801513,1.05252,3.14096,-1.57046,8.93484e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03309e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.3726e-21
9.678,1.28975e-19,0.801513,1.05252,3.14096,-1.57046,8.88518e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03303e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.38712e-21
9.679,1.28959e-19,0.801513,1.05252,3.14096,-1.57046,8.83426e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03297e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.40045e-21
9.68,1.28943e-19,0.801513,1.05252,3.14096,-1.57046,8.78604e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03291e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.41423e-21
9.681,1.28928e-19,0.801513,1.05252,3.14096,-1.57046,8.73269e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03286e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.42525e-21
9.682,1.28914e-19,0.801513,1.05252,3.14096,-1.57046,8.67833e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.0328e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.43519e-21
9.683,1.289e-19,0.801513,1.05252,3.14096,-1.57046,8.61646e-24,0,0.785241,1.04699,3.14096,-1.57048,0,-1.03275e-16,-13.0178,-4.42568,-4.1973e-05,-0.0194226,-4.44137e-21
